fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
07. Sep;0.28;0.49;07. Jul;0.045;48;195;0.9954;03. Apr;0.55;11;6
07. Apr;0.27;0.49;01. Jan;0.037;33;156;0.992;Mrz 15;0.54;11. Jan;6
06. Jun;0.21;0.49;18.15;0.042;41;158;0.9997;Mrz 28;0.39;08. Jul;6
07. Feb;0.27;0.74;12. Mai;0.037;47;156;0.9981;03. Apr;0.44;08. Jul;5
08. Jan;0.3;0.49;08. Jan;0.037;26;174;0.9943;03. Jan;0.3;11. Feb;7
07. Mai;0.23;0.49;07. Jul;0.049;61;209;0.9941;Mrz 14;0.3;11. Jan;7
07. Mrz;0.26;0.49;5;0.028;32;107;0.9936;Mrz 24;0.54;10. Aug;6
07. Jan;0.18;0.74;15. Jun;0.044;44;176;0.9996;Mrz 38;0.67;9;6
08. Mai;0.15;0.49;01. Mai;0.031;17;122;0.9932;03. Mrz;0.4;10. Mrz;6
08. Sep;0.13;0.49;1;0.028;6;24;0.9926;Feb 91;0.32;09. Sep;5
08. Jan;0.28;0.49;1;0.04;32;148;0.9936;Mrz 13;0.41;10;6
6;0.17;0.49;1;0.034;26;106;0.992;Mrz 21;0.42;09. Aug;6
07. Mrz;0.26;0.49;5;0.028;32;107;0.9936;Mrz 24;0.54;10. Aug;6
07. Jan;0.18;0.74;15. Jun;0.044;44;176;0.9996;Mrz 38;0.67;9;6
07. Jan;0.53;0.24;0.8;0.029;29;86;0.993;Mrz 16;0.32;09. Jan;4
07. Feb;0.16;0.49;01. Mrz;0.037;27;104;0.9924;Mrz 23;0.57;10. Jun;6
07. Mrz;0.14;0.49;01. Jan;0.038;28;99;0.9928;03. Feb;0.72;10. Jun;6
08. Sep;0.13;0.49;1;0.028;6;24;0.9926;Feb 91;0.32;09. Sep;5
07. Sep;0.12;0.49;05. Feb;0.049;33;152;0.9952;Mrz 18;0.47;10. Jun;6
06. Jul;0.29;0.49;04. Jul;0.034;35;156;0.9945;Mrz 13;0.45;09. Sep;6
06. Jul;0.3;0.49;04. Aug;0.034;36;158;0.9945;03. Dez;0.45;09. Sep;6
07. Jan;0.36;0.24;01. Aug;0.025;32;102;0.9903;Mrz 34;0.59;12. Aug;6
08. Mai;0.15;0.49;01. Mai;0.031;17;122;0.9932;03. Mrz;0.4;10. Mrz;6
07. Sep;0.18;0.49;05. Feb;0.051;36;157;0.9953;Mrz 18;0.48;10. Jun;6
06. Jun;0.19;0.99;01. Feb;0.122;45;129;0.9936;03. Sep;0.31;08. Jul;6
07. Mrz;0.21;0.49;01. Aug;0.038;44;152;0.9912;Mrz 32;0.44;12. Jun;7
06. Sep;0.3;0.49;07. Jun;0.057;25;156;0.9962;Mrz 43;0.63;11;7
07. Sep;0.42;0.49;08. Feb;0.056;32;164;0.9965;Mrz 29;0.6;11. Feb;7
06. Sep;0.24;0.49;01. Mrz;0.032;35;148;0.9932;Mrz 45;0.57;10. Jul;7
07. Jun;0.23;0.49;10;0.036;45;182;0.9967;03. Aug;0.58;09. Jun;6
07. Sep;0.18;0.49;05. Feb;0.051;36;157;0.9953;Mrz 18;0.48;10. Jun;6
06. Feb;0.43;0.49;06. Apr;0.045;12;115;0.9963;Mrz 27;0.57;9;4
08. Aug;0.35;0.49;1;0.036;14;56;0.992;Feb 96;0.33;10. Mai;4
07. Aug;0.3;0.74;01. Aug;0.033;33;156;0.991;Mrz 29;0.52;12. Aug;6
09. Jan;0.28;0.49;2;0.059;10;112;0.9958;Mrz 15;0.46;10. Jan;5
07. Jan;0.34;0.49;01. Mai;0.027;26;126;0.99;03. Mrz;0.33;12. Feb;7
07. Aug;0.3;0.74;01. Aug;0.033;33;156;0.991;Mrz 29;0.52;12. Aug;6
09. Jan;0.28;0.49;2;0.059;10;112;0.9958;Mrz 15;0.46;10. Jan;5
08. Mai;0.19;0.49;03. Mai;0.044;29;117;0.9938;Mrz 14;0.51;10. Jan;6
07. Jun;0.18;0.49;18. Mai;0.046;36;158;0.9996;03. Jun;0.41;09. Feb;5
07. Mai;0.19;0.49;01. Aug;0.055;19;110;0.9946;Mrz 33;0.44;09. Sep;5
07. Apr;0.3;0.49;08. Feb;0.055;49;188;0.9974;Mrz 52;0.58;09. Jul;6
06. Jul;0.3;0.74;5;0.038;35;157;0.9945;Mrz 21;0.46;09. Sep;5
06. Jun;0.3;0.74;04. Jun;0.041;36;159;0.9946;Mrz 21;0.45;09. Sep;5
07. Apr;0.3;0.49;08. Feb;0.055;49;188;0.9974;Mrz 52;0.58;09. Jul;6
06. Sep;0.22;0.49;7;0.063;50;168;0.9957;Mrz 54;0.5;10. Mrz;6
07. Aug;0.26;0.49;03. Jan;0.045;21;116;0.9931;Mrz 16;0.35;10. Mrz;5
08. Mai;0.17;0.49;08. Aug;0.048;23;108;0.9947;Feb 88;0.34;10. Mai;4
06. Aug;0.17;0.74;02. Apr;0.053;61;182;0.9953;Mrz 63;0.76;10. Mai;6
06. Feb;0.27;0.49;01. Apr;0.05;20;74;0.9931;Mrz 32;0.44;09. Aug;6
07. Jan;0.64;0.49;01. Aug;0.05;17;128;0.9946;Mrz 31;0.58;10. Jun;4
06. Apr;0.18;0.74;11. Sep;0.046;54;168;0.9978;Mrz 58;0.68;10. Jan;5
07. Jun;0.31;0.49;13. Apr;0.062;50;191;0.9989;Mrz 22;0.53;9;4
09. Aug;0.31;0.49;15. Apr;0.046;13;119;10.004;Mrz 18;0.45;09. Mai;5
9;0.3;0.49;07. Feb;0.039;32;84;0.9938;Feb 94;0.32;11. Mai;6
08. Apr;0.24;0.49;07. Apr;0.039;46;108;0.9934;03. Mrz;0.33;11. Sep;7
06. Apr;0.18;0.74;11. Sep;0.046;54;168;0.9978;Mrz 58;0.68;10. Jan;5
06. Apr;0.25;0.74;07. Aug;0.045;52;209;0.9956;Mrz 21;0.42;09. Feb;6
07. Mrz;0.3;0.74;13. Mai;0.039;46;165;0.9982;03. Feb;0.4;08. Jul;5
09. Mrz;0.31;0.49;01. Mrz;0.042;34;147;0.9948;03. Nov;0.46;09. Aug;5
06. Apr;0.25;0.74;07. Aug;0.045;52;209;0.9956;Mrz 21;0.42;09. Feb;6
07. Mrz;0.3;0.74;13. Mai;0.039;46;165;0.9982;03. Feb;0.4;08. Jul;5
7;0.27;0.74;01. Mai;0.036;27;122;0.9926;Mrz 35;0.48;11. Feb;6
07. Sep;0.14;0.74;01. Feb;0.028;30;165;0.991;03. Aug;0.82;12. Mrz;6
06. Apr;0.12;0.49;06. Apr;0.042;49;161;0.9945;Mrz 34;0.44;10. Apr;6
06. Aug;0.21;0.74;01. Feb;0.047;25;111;0.9916;Mrz 13;0.41;10. Jul;6
08. Jun;0.16;0.49;07. Mrz;0.043;9;63;0.9953;Mrz 13;0.59;10. Mai;6
7;0.29;0.49;03. Aug;0.047;37;136;0.9938;Feb 95;0.4;09. Apr;6
06. Apr;0.27;0.49;07. Mrz;0.046;53;206;0.9956;Mrz 24;0.43;09. Feb;6
06. Jun;0.55;0.01;02. Jul;0.034;56;122;0.9906;Mrz 15;0.3;11. Sep;5
06. Apr;0.27;0.49;07. Mrz;0.046;53;206;0.9956;Mrz 24;0.43;09. Feb;6
06. Mrz;0.24;0.74;01. Apr;0.172;24;108;0.9932;Mrz 27;0.39;09. Sep;6
06. Jul;0.33;0.49;01. Jun;0.167;20;94;0.9914;03. Nov;0.5;11. Apr;6
7;0.29;0.49;03. Aug;0.047;37;136;0.9938;Feb 95;0.4;09. Apr;6
08. Feb;0.34;0.49;8;0.046;55;223;0.996;03. Aug;0.52;10. Jul;6
05. Jun;0.39;0.24;04. Jul;0.034;27;77;0.9906;Mrz 28;0.36;12. Jul;5
05. Jun;0.41;0.24;01. Sep;0.034;10;53;0.98815;Mrz 32;0.5;13. Mai;7
06. Jul;0.41;0.01;02. Aug;0.048;39;137;0.9942;Mrz 24;0.35;09. Mai;5
07. Jan;0.26;0.49;02. Feb;0.032;31;113;0.9903;Mrz 37;0.42;12. Sep;9
07. Mai;0.32;0.49;01. Jul;0.031;44;109;0.9906;03. Jul;0.46;12. Mai;6
05. Aug;0.19;0.49;04. Sep;0.04;44;118;0.9935;Mrz 34;0.38;09. Mai;7
06. Sep;0.27;0.49;23. Mai;0.057;59;235;10.024;Feb 98;0.47;08. Jun;5
08. Jan;0.2;0.49;11. Aug;0.048;46;212;0.9968;03. Sep;0.46;10;7
07. Mai;0.32;0.49;01. Jul;0.031;44;109;0.9906;03. Jul;0.46;12. Mai;6
08. Feb;0.26;0.49;05. Feb;0.04;19;100;0.9941;03. Dez;0.34;10. Jan;6
07. Aug;0.26;0.49;03. Feb;0.027;28;87;0.9919;03. Mrz;0.32;11. Mrz;7
8;0.14;0.49;01. Mai;0.035;42;120;0.9928;Mrz 26;0.4;10. Jun;7
8;0.29;0.49;11. Jul;0.035;40;131;0.9958;Mrz 14;0.34;10. Aug;5
07. Mai;0.19;0.49;01. Jun;0.047;42;140;0.9932;03. Apr;0.47;10. Jul;6
06. Sep;0.34;0.49;07. Mrz;0.045;61;206;0.9957;03. Sep;0.4;9;6
06. Feb;0.2;0.49;01. Jun;0.065;17;143;0.9937;Mrz 22;0.52;09. Feb;6
06. Apr;0.37;0.49;13. Mrz;0.045;53;243;0.9982;Mrz 14;0.48;08. Mai;6
06. Feb;0.22;0.49;6;0.029;31;128;0.9928;Mrz 41;0.36;11. Mrz;8
07. Aug;0.26;0.49;03. Feb;0.027;28;87;0.9919;03. Mrz;0.32;11. Mrz;7
08. Sep;0.32;0.49;01. Jun;0.05;17;131;0.9956;Mrz 13;0.34;09. Apr;5
06. Mai;0.44;0.49;07. Jul;0.045;16;169;0.9957;03. Nov;0.37;08. Jul;6
7;0.14;0.49;05. Sep;0.053;22;118;0.9954;Mrz 36;0.36;09. Apr;6
9;0.17;0.49;1;0.039;46;131;0.993;03. Sep;0.51;10. Mai;7
06. Apr;0.26;0.49;06. Apr;0.037;37;161;0.9954;Mrz 38;0.53;09. Jul;6
9;0.22;0.49;10. Apr;0.048;52;195;0.9987;Mrz 31;0.44;10. Feb;6
08. Sep;0.32;0.49;01. Jun;0.05;17;131;0.9956;Mrz 13;0.34;09. Apr;5
08. Feb;0.2;0.49;03. Mai;0.057;14;108;0.9928;Mrz 19;0.35;11. Mai;6
07. Aug;0.15;0.24;07. Jul;0.047;21;98;0.9951;Feb 94;0.31;09. Jun;6
06. Sep;0.25;0.24;01. Aug;0.053;6;121;0.993;Mrz 23;0.7;11. Apr;5
08. Feb;0.2;0.49;03. Mai;0.057;14;108;0.9928;Mrz 19;0.35;11. Mai;6
07. Jan;0.28;0.49;06. Mai;0.041;28;111;0.9926;Mrz 41;0.58;12. Feb;8
07. Apr;0.19;0.49;06. Jul;0.037;15;110;0.9938;03. Feb;0.38;11;7
08. Mrz;0.25;0.49;16. Aug;0.048;50;228;10.001;03. Mrz;0.52;09. Feb;6
07. Mai;0.14;0.74;01. Jun;0.035;21;126;0.9933;Mrz 26;0.45;10. Feb;6
07. Aug;0.49;0.49;7;0.043;29;149;0.9952;Mrz 21;0.33;10;5
08. Jan;0.12;0.49;01. Feb;0.042;43;160;0.9934;Mrz 13;0.48;09. Jul;6
07. Jun;0.47;0.49;13;0.239;42;220;0.9988;Feb 96;0.51;09. Feb;5
07. Sep;0.22;0.49;03. Aug;0.042;26;105;0.993;03. Jan;0.39;10. Mai;5
07. Aug;0.49;0.49;7;0.043;29;149;0.9952;Mrz 21;0.33;10;5
06. Apr;0.22;0.49;07. Mai;0.054;42;151;0.9948;Mrz 27;0.52;10. Jan;6
07. Mrz;0.19;0.49;15.55;0.058;50;134;0.9998;Mrz 42;0.36;09. Jan;7
08. Jan;0.3;0.49;12. Mrz;0.049;50;144;0.9971;03. Sep;0.57;10. Feb;7
07. Mrz;0.19;0.49;15.55;0.058;50;134;0.9998;Mrz 42;0.36;09. Jan;7
07. Mai;0.24;0.49;09. Apr;0.048;50;149;0.9962;Mrz 17;0.59;10. Mai;7
06. Apr;0.22;0.49;07. Mai;0.054;42;151;0.9948;Mrz 27;0.52;10. Jan;6
07. Aug;0.21;0.49;01. Feb;0.036;20;99;0.99;03. Mai;0.28;12. Jan;7
07. Jan;0.3;0.49;01. Jun;0.045;31;100;0.9942;03. Apr;0.59;10. Feb;5
06. Sep;0.26;0.49;01. Jun;0.058;39;166;0.9965;Mrz 65;0.52;09. Apr;4
07. Jun;0.31;0.49;Mrz 95;0.044;27;131;0.9912;03. Aug;0.67;12. Aug;7
06. Apr;0.42;0.74;12. Aug;0.076;48;209;0.9978;03. Dez;0.58;9;6
08. Feb;0.29;0.49;1;0.044;29;118;0.9928;Mrz 24;0.36;10. Sep;4
07. Sep;0.33;0.28;31.6;0.053;35;176;10.103;Mrz 15;0.38;08. Aug;6
06. Jun;0.46;0.49;07. Apr;0.052;19;184;0.9956;03. Nov;0.38;9;5
07. Aug;0.28;0.49;01. Mrz;0.046;27;142;0.9936;03. Sep;0.59;10. Feb;5
05. Aug;0.15;0.49;01. Jan;0.048;21;98;0.9929;Mrz 19;0.48;09. Feb;5
07. Aug;0.4;0.49;07. Aug;0.06;34;162;0.9966;Mrz 26;0.58;11. Mrz;6
06. Jun;0.31;0.49;07. Jul;0.05;52;220;0.9964;03. Dez;0.45;08. Aug;5
06. Jun;0.325;0.49;07. Jul;0.049;53;217;0.996;Mrz 16;0.4;09. Mrz;5
06. Jun;0.27;0.49;07. Aug;0.049;62;217;0.9959;Mrz 17;0.45;09. Apr;6
06. Jul;0.26;0.49;08. Mrz;0.047;54;191;0.9954;Mrz 23;0.4;10. Mrz;6
06. Jul;0.21;0.49;01. Apr;0.047;30;114;0.9914;Feb 92;0.42;10. Aug;7
07. Sep;0.33;0.28;31.6;0.053;35;176;10.103;Mrz 15;0.38;08. Aug;6
08. Jan;0.28;0.46;15. Apr;0.059;32;177;10.004;Mrz 27;0.58;9;4
06. Mai;0.13;0.37;1;0.036;48;114;0.9911;Mrz 41;0.51;11. Mai;8
07. Aug;0.445;0.56;1;0.04;8;84;0.9938;Mrz 25;0.43;10. Aug;5
08. Aug;0.39;0.34;05. Sep;0.055;33;128;0.9927;Feb 95;0.51;11. Aug;6
07. Sep;0.18;0.33;01. Feb;0.033;20;72;0.9922;03. Dez;0.38;10. Mai;7
07. Jan;0.31;0.38;01. Feb;0.036;10;124;0.9924;Mrz 14;0.44;09. Sep;6
07. Aug;0.24;0.18;06. Jul;0.046;33;160;0.9963;03. Feb;0.56;09. Aug;6
7;0.35;0.3;06. Mai;0.028;27;87;0.9936;03. Apr;0.42;11. Apr;7
06. Jun;0.26;0.31;04. Aug;0.138;41;168;0.9951;03. Feb;0.38;09. Mrz;5
06. Jun;0.27;0.31;05. Mrz;0.137;35;163;0.9951;03. Feb;0.38;09. Mrz;5
06. Aug;0.22;0.29;08. Sep;0.046;82;188;0.9955;03. Mrz;0.44;10. Mrz;6
06. Feb;0.27;0.32;08. Aug;0.047;65;224;0.9961;Mrz 17;0.47;08. Sep;5
7;0.35;0.3;06. Mai;0.028;27;87;0.9936;03. Apr;0.42;11. Apr;7
07. Mrz;0.23;0.37;01. Aug;0.032;60;156;0.992;03. Nov;0.35;11. Jan;6
06. Feb;0.3;0.2;06. Jun;0.045;42;170;0.9944;Mrz 36;0.45;10. Apr;6
06. Apr;0.35;0.2;05. Jul;0.034;18;117;0.9944;Mrz 33;0.43;10. Jan;5
07. Jun;0.32;0.34;18.35;0.054;44;197;10.008;Mrz 22;0.55;9;5
06. Mrz;0.31;0.3;10;0.046;49;212;0.9962;Mrz 74;0.55;11. Sep;6
07. Feb;0.25;0.28;14. Apr;0.055;55;205;0.9986;03. Dez;0.38;9;7
07. Feb;0.25;0.28;14. Apr;0.055;55;205;0.9986;03. Dez;0.38;9;7
07. Mrz;0.26;0.33;17.85;0.049;41.5;195;1;03. Jun;0.44;09. Jan;7
07. Feb;0.25;0.28;14. Apr;0.055;55;205;0.9986;03. Dez;0.38;9;7
07. Apr;0.26;0.37;09. Apr;0.047;42;147;0.9982;Mrz 46;0.72;10;5
07. Mrz;0.26;0.33;17.85;0.049;41.5;195;1;03. Jun;0.44;09. Jan;7
06. Jul;0.25;0.26;Jan 55;0.041;118.5;216;0.9949;Mrz 55;0.63;09. Apr;3
07. Jan;0.16;0.25;01. Mrz;0.034;28;123;0.9915;Mrz 27;0.55;11. Apr;6
9;0.43;0.3;01. Mai;0.05;7;175;0.9951;03. Nov;0.45;09. Jul;4
07. Feb;0.25;0.28;14. Apr;0.055;55;205;0.9986;03. Dez;0.38;9;7
7;0.24;0.3;04. Feb;0.04;41;213;0.9927;Mrz 28;0.49;11. Aug;6
06. Jul;0.265;0.22;08. Jun;0.048;54;198;0.9955;Mrz 25;0.41;10. Feb;5
07. Jul;0.12;0.32;01. Apr;0.06;47;150;0.9952;Mrz 37;0.42;09. Feb;6
07. Feb;0.21;0.33;3;0.036;35;132;0.9928;Mrz 25;0.4;11;6
08. Mai;0.32;0.36;14. Sep;0.041;47;190;0.9982;03. Aug;0.31;10;6
06. Sep;0.18;0.3;2;0.038;39;190;0.9914;Mrz 32;0.37;12. Feb;6
7;0.24;0.3;04. Feb;0.04;41;213;0.9927;Mrz 28;0.49;11. Aug;6
06. Mrz;0.26;0.29;02. Feb;0.043;35;175;0.9918;Mrz 38;0.43;11. Jun;6
06. Jul;0.26;0.3;01. Aug;0.043;25;121;0.9944;Mrz 44;0.61;10. Feb;6
07. Sep;0.29;0.36;11. Jan;0.033;43;208;0.9969;Mrz 14;0.46;10. Mrz;5
06. Mai;0.27;0.19;04. Feb;0.046;6;114;0.9955;Mrz 25;0.35;08. Jun;4
06. Jul;0.33;0.42;06. Apr;0.058;27;151;0.9954;Mrz 16;0.44;09. Jun;5
06. Jul;0.31;0.42;06. Apr;0.057;25;148;0.9955;Mrz 16;0.45;09. Jun;5
06. Jun;0.25;0.31;01. Mai;0.035;32;127;0.9921;Mrz 41;0.47;11. Mrz;6
06. Apr;0.24;0.22;01. Mai;0.038;38;157;0.9934;Mrz 41;0.55;09. Sep;6
06. Aug;0.26;0.29;16.95;0.056;48;179;0.9998;Mrz 45;0.4;09. Jun;5
7;0.61;0.26;01. Jul;0.051;25;161;0.9946;Mrz 36;0.6;10. Jun;4
06. Aug;0.22;0.3;13. Jun;0.055;50;180;0.9984;Mrz 44;0.39;09. Aug;5
08. Jan;0.31;0.24;01. Jun;0.032;10;67;0.9924;03. Aug;0.47;10. Mai;5
7;0.2;0.3;06. Jan;0.037;31;120;0.9939;Mrz 24;0.51;10. Aug;5
07. Sep;0.18;0.37;3;0.061;25;178;0.995;Mrz 22;0.51;10;6
06. Jun;0.34;0.27;06. Feb;0.059;23;136;0.9957;03. Mrz;0.49;10. Jan;6
06. Aug;0.3;0.24;06. Jun;0.123;35;116;0.9953;03. Jul;0.48;09. Apr;5
06. Mai;0.18;0.34;01. Jun;0.04;43;148;0.9912;Mrz 32;0.59;11. Mai;8
7;0.21;0.31;6;0.046;29;108;0.9939;Mrz 26;0.5;10. Aug;6
06. Aug;0.27;0.32;01. Mai;0.044;19;142;0.9921;03. Jan;0.43;09. Sep;6
09. Mrz;0.2;0.33;01. Jul;0.05;28;178;0.9954;Mrz 16;0.43;9;4
05. Aug;0.23;0.27;01. Aug;0.043;24;69;0.9933;Mrz 38;0.31;09. Apr;6
07. Jun;0.2;0.39;02. Jun;0.044;30;180;0.9941;Mrz 46;0.44;10. Aug;7
08. Feb;0.15;0.48;02. Jul;0.052;24;190;0.995;03. Mai;0.45;10. Sep;7
07. Mai;0.4;1;19. Mai;0.041;33;148;0.9977;Mrz 24;0.38;12;6
06. Mai;0.18;0.34;01. Jun;0.04;43;148;0.9912;Mrz 32;0.59;11. Mai;8
7;0.13;0.3;5;0.056;31;122;0.9945;Mrz 47;0.42;10. Mai;6
06. Sep;0.17;0.22;04. Jun;0.064;55;152;0.9952;Mrz 29;0.37;09. Mrz;6
7;0.3;0.32;06. Apr;0.034;28;97;0.9924;Mrz 23;0.44;11. Aug;6
07. Jun;0.445;0.44;14. Mai;0.045;68;212;0.9986;Mrz 48;0.36;10;6
06. Aug;0.3;0.24;06. Jun;0.123;35;116;0.9953;03. Jul;0.48;09. Apr;5
07. Mai;0.22;0.33;06. Jul;0.036;45;138;0.9939;03. Feb;0.68;11. Apr;6
09. Feb;0.23;0.3;01. Jan;0.031;40;99;0.9929;Feb 94;0.3;10. Apr;6
08. Jul;0.34;0.46;13. Aug;0.055;68;198;0.9988;Mrz 36;0.37;09. Mai;6
06. Jun;0.545;0.04;02. Mai;0.031;48;111;0.9906;Mrz 14;0.32;11. Sep;5
08. Jan;0.3;0.31;01. Jan;0.041;49;123;0.9914;Feb 99;0.45;11. Jan;6
06. Sep;0.16;0.3;09. Jun;0.057;50;185;0.9978;Mrz 39;0.38;09. Jun;6
8;0.32;0.36;04. Jun;0.042;56;178;0.9928;Mrz 29;0.47;12;6
06. Jan;0.22;0.23;03. Jan;0.052;15;104;0.9948;Mrz 14;0.42;08. Jul;5
06. Sep;0.16;0.3;09. Jun;0.057;50;185;0.9978;Mrz 39;0.38;09. Jun;6
07. Mai;0.15;0.38;01. Aug;0.054;19;101;0.9946;Mrz 24;0.44;10;5
08. Apr;0.29;0.29;01. Mai;0.032;4;55;0.9908;Feb 91;0.32;11. Apr;4
06. Jun;0.37;0.47;06. Mai;0.061;23;150;0.9954;Mrz 14;0.45;09. Jun;6
07. Jul;0.38;0.4;2;0.038;28;152;0.9906;Mrz 18;0.32;12. Sep;6
06. Mrz;0.25;0.23;14. Sep;0.039;47;142;0.99705;Mrz 14;0.35;09. Jul;6
08. Mrz;0.3;0.36;10;0.042;33;169;0.9982;Mrz 23;0.51;09. Mrz;6
06. Jun;0.22;0.58;01. Jan;0.133;52;136;0.9932;03. Jan;0.3;09. Jan;5
06. Jan;0.34;0.31;12;0.053;46;238;0.9977;Mrz 16;0.48;08. Jun;5
07. Mai;0.22;0.29;04. Aug;0.05;33;87;0.994;Mrz 14;0.42;09. Sep;5
08. Mrz;0.3;0.36;10;0.042;33;169;0.9982;Mrz 23;0.51;09. Mrz;6
8;0.27;0.24;01. Feb;0.044;20;102;0.9929;Mrz 28;0.42;10. Sep;5
06. Jan;0.17;0.27;01. Mai;0.056;45;135;0.9924;03. Feb;0.43;10. Feb;6
07. Apr;0.18;0.3;10. Apr;0.045;44;174;0.9966;03. Nov;0.57;09. Jul;6
06. Jul;0.16;0.28;02. Mai;0.046;40;153;0.9921;Mrz 38;0.51;11. Apr;7
06. Jan;0.255;0.44;12. Mrz;0.045;53;197;0.9967;Mrz 24;0.54;09. Mai;6
07. Apr;0.23;0.25;01. Apr;0.049;43;141;0.9934;Mrz 42;0.54;10. Feb;7
06. Apr;0.16;0.28;02. Feb;0.042;33;93;0.9914;Mrz 31;0.43;11. Jan;6
06. Mrz;0.25;0.23;14. Sep;0.039;47;142;0.99705;Mrz 14;0.35;09. Jul;6
06. Jul;0.27;0.25;8;0.053;54;202;0.9961;Mrz 22;0.43;09. Mrz;5
06. Sep;0.29;0.23;08. Jun;0.056;56;215;0.9967;Mrz 17;0.44;08. Aug;5
09. Jun;0.21;0.28;01. Feb;0.038;12;53;0.9926;02. Aug;0.46;10. Jun;5
06. Jun;0.62;0.2;08. Jul;0.046;81;224;0.99605;Mrz 17;0.44;09. Mrz;5
06. Apr;0.28;0.19;05. Apr;0.042;67;181;0.99435;Mrz 31;0.35;10. Feb;6
8;0.3;0.28;05. Jul;0.044;31;124;0.9948;Mrz 16;0.51;10. Feb;6
06. Apr;0.17;0.27;01. Mai;0.037;20;98;0.9916;Mrz 46;0.42;11;7
07. Mrz;0.21;0.3;10. Sep;0.037;18;112;0.997;03. Apr;0.5;09. Jun;6
06. Jul;0.27;0.25;8;0.053;54;202;0.9961;Mrz 22;0.43;09. Mrz;5
06. Sep;0.29;0.23;08. Jun;0.056;56;215;0.9967;Mrz 17;0.44;08. Aug;5
06. Jun;0.32;0.26;07. Jul;0.054;56;209;0.9961;Mrz 17;0.45;08. Aug;5
07. Apr;0.32;0.22;01. Jul;0.051;50;179;0.9955;Mrz 28;0.69;08. Sep;5
06. Jun;0.37;0.07;01. Apr;0.048;58;144;0.9922;Mrz 17;0.38;10;5
07. Jul;0.43;0.28;04. Mai;0.046;33;102;0.9918;Mrz 16;0.56;12. Feb;7
07. Aug;0.39;0.26;09. Sep;0.059;33;181;0.9955;03. Apr;0.42;10. Sep;6
06. Mai;0.18;0.26;01. Apr;0.041;40;141;0.9941;Mrz 34;0.72;09. Mai;6
07. Aug;0.4;0.26;09. Mai;0.059;32;178;0.9955;03. Apr;0.43;10. Sep;6
07. Aug;0.39;0.26;09. Sep;0.059;33;181;0.9955;03. Apr;0.42;10. Sep;6
06. Sep;0.19;0.28;3;0.054;33;99;0.9924;Mrz 16;0.4;10. Aug;6
07. Jul;0.49;1;19. Jun;0.03;28;135;0.9973;Mrz 24;0.4;12;6
06. Jun;0.25;0.35;14;0.069;42;163;0.999;Mrz 56;0.47;09. Aug;5
06. Mai;0.18;0.26;01. Apr;0.041;40;141;0.9941;Mrz 34;0.72;09. Mai;6
06. Apr;0.15;0.36;01. Aug;0.034;43;150;0.9922;Mrz 42;0.69;11;8
06. Apr;0.15;0.36;01. Aug;0.034;43;150;0.9922;Mrz 42;0.69;11;8
08. Apr;0.17;0.31;05. Apr;0.052;47;150;0.9953;Mrz 24;0.38;09. Aug;5
06. Jan;0.32;0.37;01. Aug;0.051;13;200;0.9945;Mrz 49;0.44;10. Mai;4
08. Mai;0.21;0.26;Sep 25;0.034;73;142;0.9945;03. Mai;0.37;11. Apr;6
08. Jul;0.45;0.4;01. Mai;0.067;17;100;0.9957;Mrz 27;0.57;10. Jan;6
06. Jul;0.24;0.29;06. Aug;0.038;54;127;0.9932;Mrz 33;0.46;11. Jun;7
08. Mai;0.21;0.26;Sep 25;0.034;73;142;0.9945;03. Mai;0.37;11. Apr;6
07. Apr;0.33;0.26;02. Jun;0.04;29;115;0.9913;03. Jul;0.52;11. Aug;7
07. Feb;0.26;0.3;02. Jan;0.033;50;158;0.9909;Mrz 33;0.43;12. Jan;7
08. Feb;0.36;0.29;07. Jun;0.035;37;122;0.9939;Mrz 16;0.34;12;5
07. Aug;0.2;0.24;01. Jun;0.026;26;189;0.991;03. Aug;0.74;12. Jan;7
09. Apr;0.16;0.3;01. Apr;0.042;26;176;0.9954;Mrz 15;0.46;09. Jan;5
06. Apr;0.33;0.24;01. Jun;0.054;25;117;0.9943;Mrz 36;0.5;09. Mrz;5
07. Aug;0.22;0.36;01. Apr;0.056;21;153;0.993;03. Feb;0.53;10. Apr;6
07. Apr;0.35;0.31;17.95;0.062;42;187;10.002;Mrz 27;0.64;09. Jan;5
06. Jun;0.37;0.24;2;0.064;23;120;0.9946;Mrz 32;0.54;09. Apr;5
06. Jul;0.37;0.41;06. Mrz;0.061;22;149;0.9953;Mrz 16;0.47;09. Jun;6
07. Jan;0.37;0.32;01. Apr;0.037;27;126;0.9918;Mrz 19;0.62;12;5
06. Sep;0.25;0.27;09. Mai;0.039;37;128;0.9936;Mrz 27;0.34;11. Mrz;8
06. Aug;0.23;0.29;15. Apr;0.073;56;173;0.9984;03. Jun;0.41;08. Jul;6
06. Apr;0.26;0.21;07. Jan;0.04;35;162;0.9956;Mrz 39;0.58;09. Sep;6
07. Jun;0.3;0.22;10. Feb;0.049;57;191;0.9966;03. Aug;0.4;09. Mrz;6
09. Apr;0.16;0.23;01. Jun;0.042;14;67;0.9942;03. Jul;0.32;09. Mai;5
06. Aug;0.23;0.29;15. Apr;0.073;56;173;0.9984;03. Jun;0.41;08. Jul;6
